housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
17,2975,371,1247,398,10.1989,500001
15,3191,482,930,447,8.6001,500001
30,1891,364,635,314,6.6265,500001
13,2566,449,1181,414,4.1518,91800
37,2655,415,1056,401,5.4224,269500
30,2495,586,1139,559,2.9375,209200
29,1677,413,873,400,3.12,194300
33,2059,361,1073,339,4.2454,183800
34,1324,211,799,228,4.5234,192200
25,2208,477,1084,424,3.775,191700
15,6409,1363,3359,1267,3.875,173300
36,1267,191,640,200,5.2405,220000
31,1484,327,927,317,3.6484,189600
33,4518,716,2037,764,5.6015,267200
33,3630,800,2257,796,3.2469,206900
21,4723,882,2210,768,3.8167,258700
25,3652,470,1525,484,10.1248,428500
7,27700,4179,15037,4072,6.6288,339700
14,4039,669,1905,670,6.3303,303000
21,3181,447,1416,469,6.8268,280300
25,1142,162,486,150,7.1472,270100
22,2340,664,1382,546,3.343,184600
19,1674,243,786,234,6.4218,275000
17,1441,530,769,456,2.425,171700
28,3333,752,2026,722,3.5667,190700
28,2612,602,1682,563,3.6417,204300
25,1808,440,1342,454,3.025,156900
24,2655,702,1519,708,3.3036,183900
7,2663,642,1367,677,4.6563,162400
16,1332,368,1534,295,3.0227,297100
15,1898,476,1766,455,2.4929,158500
28,2292,531,2197,509,3.4856,142800
19,2232,448,1149,417,3.1534,324400
33,45,11,34,10,5.2949,350000
25,1928,414,961,385,4.0724,231400
17,2395,410,1224,399,5.1182,249200
10,3381,729,1584,636,5.3812,235400
26,2435,346,1088,350,5.9397,249400
15,3082,536,1268,531,3.7604,280100
30,2022,522,1196,463,3.7454,186000
21,2487,573,1515,494,4.3039,168500
19,2813,567,1334,596,4.7208,173500
52,2512,356,978,365,8.0784,320300
37,4943,851,2164,788,4.1071,311300
26,411,114,448,95,1.7019,350000
18,697,255,812,221,2.6635,162500
12,2782,1077,1968,795,0.971,102500
52,2411,526,2165,521,3.415,172500
31,2338,652,3289,631,2.6734,158500
45,2264,502,1970,499,3.4193,177000
39,3167,669,2789,619,3.5902,165900
37,2216,497,2445,506,3.8421,174000
16,3397,686,1924,621,4.9148,155500
13,1087,340,817,342,3.5326,262500
17,3216,607,1916,618,4.9153,266400
4,2337,768,983,655,3.7174,275000
26,3521,455,1336,451,10.2849,500001
9,6163,1004,1912,903,10.8289,500001
8,1266,210,375,183,9.802,500001
15,2209,275,735,274,15.0001,500001
25,2267,359,866,348,7.79,500001
35,1598,398,782,411,5.1155,500000
34,3415,779,1275,718,4.498,482900
33,3120,602,1155,553,5.2949,500001
20,3212,572,1064,526,6.6155,500001
44,2499,396,910,374,6.6544,500001
32,1764,365,924,329,3.875,186700
23,2308,322,1001,317,7.5112,355500
33,3713,718,2106,720,4.0023,185500
36,2029,351,1327,364,4.1836,164300
35,1574,276,1088,289,4.0938,165300
34,912,165,522,150,4.0417,178000
33,1485,274,1006,258,5.1708,158500
18,2923,670,1751,656,3.2383,157000
32,3357,621,1696,604,4.2685,216600
29,3416,790,2223,728,3.5109,186000
30,6132,1538,3147,1449,2.7763,187800
23,6689,1124,3081,1047,5.9254,491200
16,6756,1332,4429,1299,4.7589,178200
21,5459,1086,3394,1087,3.6308,192100
16,19059,3079,10988,3061,5.5469,265200
17,6100,861,2771,866,7.6486,306700
21,3180,434,1413,391,6.5945,277300
19,3583,911,2300,871,3.0214,218400
18,1616,532,866,496,3.6435,119100
17,3218,923,1701,824,3.6946,265500
16,959,176,353,185,4.5,173300
35,1919,349,1302,345,5.6409,190900
26,3924,781,2332,725,3.7772,223900
25,1234,351,507,285,2.3173,225000
22,1105,241,971,249,3.1667,113900
18,2705,713,2726,674,2.7759,200000
34,1410,214,837,240,6.1168,213900
33,1526,237,906,245,5.1782,225000
31,3301,712,1532,682,3.7303,223800
25,1785,248,750,251,6.8407,266700
26,1783,298,1048,306,6.0488,232000
17,2247,705,1382,618,3.8631,225000
26,3141,670,1572,724,3.3472,237400
26,1813,421,1235,343,3.5972,187500
31,2549,355,1044,362,6.9737,288800
37,2988,677,2354,666,3.4345,235500
50,1344,228,747,234,4.5125,195400
34,3004,673,5477,640,2.8342,187200
10,1823,590,2176,548,1.5026,151800
31,1120,296,1718,268,2.8077,140300
29,720,174,1045,181,3.1964,151900
25,1799,557,3416,538,3.0083,163500
19,2261,642,3545,635,2.5224,148500
16,1444,446,2329,441,3.1691,159400
36,2471,498,2594,475,3.75,170500
33,2291,594,3232,589,3.2037,163500
27,1596,297,1703,289,4.1,184900
20,1738,509,1403,411,3.1742,245000
24,534,88,249,74,5.3254,240500
18,2135,373,1464,405,5.4836,225800
17,5122,1544,2966,1339,3.4835,116700
16,1505,358,835,339,3.8029,205400
20,5330,976,2734,1000,5.2138,233100
26,6017,1244,2673,1135,3.5426,295400
24,4879,756,1777,754,5.9055,477300
16,3615,570,1209,559,8.5574,392200
21,9565,2289,3162,1831,4.7024,345400
31,5488,1055,1938,964,8.8742,500001
27,2278,316,772,304,10.1275,500001
15,4644,967,2855,867,3.3654,222100
34,2159,386,1443,385,4.1995,147400
35,1566,321,1396,317,4.05,141300
35,1470,241,885,246,4.9239,168800
35,1447,272,1224,268,3.9934,141900
36,806,147,446,153,4.5221,151300
27,2434,535,1623,498,3.6875,140200
35,3185,544,1858,564,3.8304,175900
34,2048,411,1456,416,3.125,168600
27,3341,728,1762,679,2.9437,180400
37,1813,394,1100,375,3.4453,176700
37,1055,280,538,206,2.4167,181300
36,1811,320,1005,332,5.5629,188300
35,1205,330,583,319,2.3971,188900
35,1711,335,825,356,3.5,215600
25,2115,489,1107,477,3.1949,207400
35,834,137,392,123,4.5179,218800
35,1439,261,804,271,3.9808,188600
32,2374,450,1580,427,3.8837,200300
23,4535,955,3881,930,3.6275,154100
22,3272,618,1784,591,4.0324,211300
5,3088,711,1415,641,2.5125,184500
20,3349,685,1822,675,4.7216,227000
8,2120,544,1281,470,3.4954,159500
17,2936,555,1381,535,5.4617,190300
14,1562,373,609,328,2.3935,125000
23,1533,226,693,230,7.898,258200
16,1426,216,652,226,6.5284,288700
17,1671,192,678,206,13.1107,467600
33,1582,256,771,240,5.3836,229600
27,2091,336,1037,332,5.7519,243400
15,1655,626,1549,582,1.9127,175000
32,1133,216,693,228,3.3594,202100
25,1492,439,755,389,3.0893,188200
28,1395,398,1220,362,3.3008,193800
13,1583,474,1672,432,3.2303,201300
35,3315,744,2425,687,3.5521,182800
33,1587,374,1159,331,2.8021,195100
35,2984,446,1435,455,5.6276,200800
24,1268,210,700,224,5.0605,216200
21,1591,298,904,297,4.8906,179100
18,3197,809,1894,726,3.6761,140500
38,51,12,41,10,6.0224,187500
16,6352,1747,5085,1649,2.8835,193800
35,1799,343,1239,368,3.9219,189600
36,2656,572,2370,571,3.8056,177200
34,2753,654,3117,631,3.1713,170100
31,1205,280,1476,301,4.0231,139200
34,1759,353,2083,330,3.2292,160600
33,619,139,1217,146,4.6875,154400
32,660,145,959,113,3.75,159000
32,1562,365,2145,347,2.9167,158400
25,4343,847,3872,850,4.65,197800
23,2305,538,2493,502,3.6618,183500
24,4365,804,2663,753,4.5814,233300
23,1422,260,1092,263,4.7422,202400
16,1591,225,926,239,6.2452,266300
13,1857,572,838,525,3.2386,129200
8,5278,1575,2389,1371,3.3409,181300
26,2905,504,1452,491,5.0853,260300
33,3595,785,1621,732,4.1372,265200
32,2736,550,1279,534,5.5422,253100
24,1016,238,465,236,3.0625,93800
44,2126,423,745,332,5.1923,500001
42,1301,280,539,249,5,500001
16,2413,559,656,423,6.3017,350000
35,2259,505,1561,509,3.3043,155500
29,2240,457,1187,407,3.8365,184200
5,1126,316,819,311,1.5,139800
32,1640,391,1312,358,2.6292,136100
25,3076,856,2868,752,2.6619,117600
35,957,194,804,221,3.3322,151400
33,1788,456,1787,361,2.6629,124100
33,1555,361,1571,386,4.0529,138200
37,1286,255,1047,249,4.2019,140100
35,2739,475,1481,483,4.5655,176600
31,3007,653,1766,616,3.7083,166000
34,1562,272,825,266,4.125,220800
32,5482,1251,3426,1117,3.2943,204400
32,2068,356,976,370,5.212,201200
35,1646,294,1056,280,3.055,172000
35,1313,194,599,209,7.5,287200
34,2956,469,1488,464,5.3664,268300
33,1701,290,831,275,5.4469,274700
33,629,76,253,75,7.6286,330400
15,11989,2185,6652,2081,4.5554,278300
15,14058,2486,8997,2497,5.0704,226200
27,2383,472,2079,494,3.9702,141400
18,8076,1789,5325,1707,3.443,171900
20,9893,2283,7228,2159,3.253,186700
23,7353,1255,4014,1124,5.4155,213200
12,4325,1191,1897,1080,3.3173,247400
27,698,116,391,126,5.9177,267600
33,4181,804,2049,834,4.3103,201600
26,2885,476,1227,439,4.9524,226600
19,2176,414,1002,402,4.9743,193500
35,2062,353,991,357,5.2897,230400
34,1396,245,661,261,4.675,215400
28,2696,346,947,356,9.0055,375400
28,2315,538,1360,504,2.9861,218600
35,1756,328,1026,332,3.6,193500
31,3413,764,2326,728,4.325,187100
31,2043,468,1524,454,3.5329,187400
33,3065,611,2204,606,3.8456,211800
23,2459,689,2720,598,2.8072,164700
32,1187,302,1003,275,2.4931,166900
27,2176,442,1440,418,4.375,212500
23,1368,397,1940,358,3.0789,350000
22,2964,829,2639,771,2.4833,157500
21,1342,326,748,335,2.9231,45000
35,2002,378,1726,387,3.9613,182300
26,2678,702,3262,685,3.6953,176800
32,1893,431,2245,426,3.7143,163000
28,1346,291,1575,278,3.425,159500
25,808,163,1066,189,4.7679,173100
24,2932,955,5516,911,2.7535,111000
24,1435,494,3171,504,3.0833,151700
19,1566,379,1032,330,2.2105,180400
18,1884,442,1915,442,2.3783,166700
32,2930,833,5116,854,3.7147,164100
30,746,172,1048,163,4.1,166400
26,1324,314,1804,311,3.9659,178500
36,443,117,577,115,3.6875,137500
33,2613,562,3150,543,4.3899,180700
16,4208,630,2592,662,6.1966,260500
16,1917,317,1324,351,6.2488,252000
15,539,71,287,66,6.3427,305200
15,2289,686,982,634,4.5757,162500
12,4695,1110,2153,989,4.6483,190800
13,9947,1675,4071,1582,5.422,316600
25,7060,1159,3903,1139,4.8359,249200
26,2507,393,1333,392,6.1601,266100
25,639,98,311,93,6.6833,275900
4,456,91,623,84,6.6369,192600
22,3568,938,1952,938,3.1667,161000
13,1642,423,841,368,3.6042,226000
30,1634,373,771,364,3.4125,284100
28,2043,430,1108,452,5.2549,261800
24,4496,877,1928,855,4.6808,245500
36,2017,357,850,348,5.0532,310900
28,2466,507,1081,465,3.9375,339800
32,3556,521,1381,537,6.1426,450700
28,2370,352,832,347,7.1148,500001
26,4486,554,1598,549,10.1454,500001
26,1632,376,598,375,3.2125,455000
44,1469,312,507,266,3.4937,500001
41,1521,328,527,275,4.0764,500001
19,2897,413,860,367,13.1738,500001
42,2225,485,1544,464,2.2442,166700
34,1540,328,1037,317,2.2132,138500
41,2673,578,2259,592,3.7846,145500
33,1391,309,1038,298,4.1944,149500
20,3158,684,2396,713,3.525,153000
35,2746,478,1779,501,4.25,166700
28,3694,722,1999,718,3.2813,181100
35,1443,266,861,262,3.5795,186900
33,2325,452,1170,445,3.6625,217100
36,1390,270,887,266,5.0897,189000
33,2938,561,1519,549,4.5594,204200
29,3250,521,1382,513,5.112,218300
35,3189,527,1727,500,5.0758,211100
15,8749,1761,5278,1691,4.6324,168800
22,6269,1279,5587,1251,3.8201,136200
17,5973,1384,4349,1229,3.2799,199300
21,2578,363,1207,350,6.2452,291700
21,380,91,398,70,4.7222,208300
34,1763,303,894,297,5.0096,221700
32,1530,301,666,276,4.125,230200
27,2181,501,1555,488,3.6106,196400
24,2249,379,1015,385,4.9766,267100
27,829,114,383,133,9.3125,293500
30,1631,212,523,216,7.875,351900
52,2031,506,1191,463,2.9076,177300
26,2296,570,1415,527,2.4732,165800
35,932,258,1147,267,2.7014,156700
22,1178,289,865,294,3.025,180000
35,1244,324,1603,322,2.9583,175400
29,1570,482,1849,430,2.6563,162500
9,1160,368,735,325,1.119,175000
47,504,113,375,109,3.6607,160600
32,1855,527,2568,504,2.5509,170800
18,1181,353,781,340,2.5625,153100
22,4417,1054,2759,983,4.25,170300
33,2729,549,2223,535,4.0362,177900
26,4297,1037,3596,967,3.045,184000
26,5556,1398,4545,1333,3.0902,190400
22,7531,1569,5254,1523,3.8506,167400
20,4413,1189,4818,1063,2.8594,215100
8,2346,679,3842,674,3.0635,160000
25,4273,965,2946,922,2.9926,183200
15,715,214,1394,244,3.3846,162500
26,2413,512,2867,509,4.7639,179900
32,2436,504,2839,516,4.5607,182100
16,3113,783,1719,715,3.6505,145700
30,2704,426,1289,423,5.2815,229500
32,3058,562,1475,569,4.4625,253500
16,7961,2276,5014,2116,3.512,218400
21,1708,505,1099,434,3.225,193800
24,1494,494,814,459,2.1074,181300
19,1589,421,1118,394,4.1029,213400
14,2598,759,1584,703,4.0417,180900
40,1958,333,876,364,3.6406,326100
38,2222,542,1067,512,2.8553,307600
37,1998,472,1030,436,3.9306,268400
29,1652,310,832,326,4.8098,325400
32,1901,400,946,418,2.7264,311100
32,1122,233,557,223,3.5388,407000
30,2071,412,1081,412,4.9125,335700
20,3442,1526,1427,977,3.1985,106300
35,2426,359,937,387,9.2175,500001
32,1997,427,944,426,4.4063,500001
40,2790,531,952,424,4.8,500001
38,1232,178,410,171,11.075,500001
36,3082,455,771,365,11.216,500001
27,1797,343,435,203,5.9196,500001
7,681,125,485,104,2.7396,125600
42,1762,398,1526,365,2.8643,132600
24,2838,695,2151,645,3.2202,126200
35,2994,603,1933,561,4.0052,160700
33,1921,397,1492,393,4.375,150500
35,1810,318,1164,332,5.0123,165700
36,1479,251,741,245,4.2986,189600
36,1285,228,679,231,3.8705,191900
35,2108,408,1257,414,4.1312,185200
35,1897,311,965,323,5.7039,199400
35,1860,323,1011,305,3.5536,207000
38,175,22,129,20,9.7066,182500
36,1057,207,658,207,4.7708,191700
29,1699,399,1052,411,3.2122,195500
35,2894,467,1420,479,5.184,224900
34,2819,609,1718,558,3.5547,197600
36,2241,419,1743,448,4.6587,161900
35,1469,306,1285,308,3.9219,159500
32,1819,375,1728,375,3.975,162400
35,3055,634,3738,615,3.375,127200
36,116,30,193,35,3.8125,136300
10,16414,2919,8907,2714,6.1552,362500
30,2506,394,1255,421,4.7813,198200
27,4566,620,2045,664,5.583,267700
12,4415,890,1532,854,3.75,166300
19,2181,400,1272,337,5.1952,302100
33,2868,382,1204,412,6.1825,336900
27,2558,310,891,316,9.5561,411800
18,2895,487,1116,429,5.4716,400000
12,1859,393,622,316,5.0258,161800
52,1270,276,609,211,3.75,232500
32,1683,273,719,263,5.3649,243600
32,1632,244,575,235,5.3986,318700
36,1125,285,966,257,2.8438,162500
33,1597,406,1888,423,3.055,157800
26,745,161,247,151,3.6375,133900
44,1231,258,682,244,3.2344,170100
45,2019,394,1549,377,4.6111,223000
38,1316,263,671,278,3.2969,220000
6,3136,990,1894,859,2.5564,171300
52,1514,301,855,293,3.6042,166400
36,1072,193,639,196,5.0275,179300
17,382,86,272,81,1.425,212500
36,2360,405,1479,386,4.3583,187200
10,1548,506,1535,424,4.5057,152400
34,988,173,759,184,5.6047,205100
17,1317,256,679,272,4.6696,159500
29,3692,969,2683,881,3.1726,198700
26,2737,614,1877,606,2.8622,184300
35,1654,323,1065,354,3.4837,186500
28,3614,960,3282,889,3.522,190300
32,790,199,1196,201,3.0625,142800
23,893,223,1149,216,2.6442,156300
19,1920,471,1413,432,4.0313,147500
24,5321,1063,4011,1047,4.3882,189300
18,1639,491,2513,458,2.1838,159700
13,4620,1265,3385,1109,3.1773,186500
14,5147,1182,3171,1126,3.9929,225800
17,3318,502,1520,498,5.5501,274200
15,3201,677,1510,622,4.2708,161700
28,3397,597,1397,560,4.8125,244600
25,2017,454,1024,428,4.4732,245600
14,6224,1679,3148,1589,4.2071,430900
25,1679,470,1314,473,4.1026,211500
20,1391,393,856,360,3.184,220000
15,1309,477,1330,424,3.4417,182500
25,2224,580,985,516,3.1305,268800
24,2539,695,1623,611,3.0708,188700
39,1469,226,553,225,7.8496,490800
34,2479,491,1131,490,4.9643,317900
24,1562,441,696,347,3.5161,236400
37,2038,379,837,381,5.2416,471300
35,1821,335,727,316,6.5842,458500
37,1244,173,394,154,10.3682,500001
36,1025,150,316,126,10.3048,500001
23,1808,408,539,300,3.5682,500001
18,1538,425,425,288,5.3369,312500
37,3355,492,921,366,7.2988,500001
5,5613,1060,3569,999,3.1946,132700
14,9610,2005,4723,1907,4.0393,156800
36,294,67,266,80,3.5385,134400
35,782,153,499,163,4.2062,161300
35,1891,353,1093,382,4.0167,165500
34,2192,431,1376,428,3.9861,163900
36,1788,317,1139,320,4.125,185800
36,1597,285,901,272,4.3947,197000
36,1371,246,806,241,4.5078,187100
35,689,128,379,128,3.9583,206000
36,1207,209,683,213,5.3559,207300
34,1409,305,819,273,3.3977,188800
37,1505,262,798,259,5.4635,202100
28,3342,688,2210,647,3.4596,202800
36,1340,221,848,244,4.1731,205100
32,3055,623,1902,565,4.2926,190700
23,6361,1168,4580,1109,4.9342,181000
35,2160,399,1694,403,3.8581,163100
30,2246,446,1837,431,4.7917,164500
33,1733,361,1757,375,4.2266,153800
23,3188,836,3883,840,2.1863,157600
31,3600,468,1382,435,7.4597,500001
30,2658,382,1135,392,6.0516,245000
28,3664,719,1820,657,4.225,224700
37,1128,273,931,234,2.8,137500
33,1626,378,1062,356,2.1944,139600
30,2629,331,956,319,9.9071,500001
52,2157,362,1001,373,5.1237,240000
45,1306,293,585,260,4.0812,241700
32,2458,359,967,409,7.2893,293500
52,950,229,429,185,2.315,182100
45,1006,230,1237,237,3.3472,168000
29,1221,371,1822,326,1.7935,162500
10,1277,488,730,417,1.4803,137500
36,931,279,778,303,2.6563,155000
36,1672,318,1173,337,4.5774,182100
35,1216,225,893,228,4.0288,184000
17,1627,398,1216,369,3.3438,186600
36,2147,416,1011,392,3.2188,196900
33,2489,546,1857,444,2.9474,178400
31,2149,465,966,302,3.875,183900
27,1962,544,1492,481,1.9621,118100
25,1026,288,1646,283,4.2019,163900
34,2160,298,852,305,6.0531,287100
26,2811,612,1374,566,3.475,282500
23,2870,653,1680,598,3.2301,189900
32,1792,411,1131,381,2.4942,186300
28,2444,555,1848,567,3.0179,198800
18,3291,587,1640,563,4.8981,166300
34,3903,717,2054,716,4.2731,218000
29,1672,267,891,281,4.8611,231900
36,2363,403,1240,391,4.0909,190800
34,3592,616,2138,605,5.2129,193400
36,3157,582,1842,561,4.5833,190700
24,3202,703,3308,714,4.1577,174100
21,2884,662,2613,645,4.05,177900
17,3341,803,3381,825,3.371,161800
24,1380,339,1472,304,4.2219,162800
5,639,197,666,197,3.3017,87500
30,1654,434,1843,467,3.1403,153000
15,1206,282,677,270,3.9219,142600
19,4021,557,1872,545,6.7919,295600
17,4461,585,2095,580,7.6709,319500
26,2822,473,1258,469,6.4441,261000
19,2602,439,1156,424,5.01,263800
27,3512,472,1391,481,8.1001,336500
18,2043,250,702,246,9.6062,414700
35,2133,413,1473,402,4.4211,215200
34,2141,425,1559,429,4.2036,220100
29,1253,375,1198,362,3.5179,225000
27,1283,406,1063,376,2.75,275000
26,5831,1546,4738,1477,3.1483,213000
31,1291,356,1252,373,2.7143,185400
24,1395,396,1478,404,2.5301,192900
15,1707,514,1335,434,2.7543,177800
10,2766,732,1332,646,4.6161,226300
37,2204,428,807,410,7.0516,500001
34,2125,498,1052,468,5.6315,484600
33,1890,416,859,329,4.5658,500001
27,1806,465,791,358,3.8125,366700
33,859,144,421,138,4.4821,220100
33,1620,283,868,275,5.411,219400
31,1239,254,929,244,3.3625,153400
21,2707,675,1742,626,2.1062,176700
35,2393,417,1336,418,4.87,187700
32,2704,514,1669,497,4.4653,195400
25,1814,404,1187,363,3.3523,170800
34,1921,422,1230,447,3.6648,193900
34,1729,324,1341,324,3.7708,163500
34,1519,304,1262,300,3.3409,161200
34,1403,274,977,257,3.8409,163000
33,1493,331,1571,354,3.8864,158900
35,1499,289,1112,268,3.83,149000
35,1375,249,1015,239,4.0521,151800
27,5026,955,3899,930,3.871,162900
18,6100,1018,3112,982,4.9932,284000
30,1596,307,845,309,4.5096,241100
25,3250,546,1452,501,5.1084,303800
34,1475,319,698,293,3.8194,186000
32,1053,207,1038,222,4.6696,165500
18,8836,1527,3946,1451,5.6441,313000
27,2029,242,711,254,9.7956,500001
30,2577,404,1076,374,6.7528,459600
35,2159,343,833,335,5.3738,365100
35,1694,296,679,282,4.3333,239300
35,2127,417,1247,378,4.75,185600
33,1013,312,706,266,2.1432,197500
37,588,121,436,104,4.275,186200
28,604,207,615,212,3.6214,182100
20,812,192,494,172,3.25,350000
34,1347,212,676,201,3.8828,215400
29,1422,409,1057,390,2.3347,208100
27,1366,326,878,325,3.4,196900
24,4735,955,2600,868,5.0764,228600
34,1290,203,664,204,5.8461,227400
33,1891,334,932,343,4.2759,238000
26,1589,259,735,315,4.5714,243200
25,1731,482,1127,455,3.256,214300
40,299,68,163,70,3.0125,166100
34,2627,468,1409,450,4.7731,199200
11,2880,745,1806,722,3.8056,171100
33,2964,747,2235,718,3.2591,175900
32,714,142,654,154,4.5052,170800
33,1441,337,1233,331,3.7232,176200
27,2512,506,1861,511,4.2386,184200
30,5268,1093,4480,1050,4.015,186700
24,4248,840,3118,798,4.2222,207200
18,3695,602,1779,572,5.9449,276500
26,4183,539,1504,520,7.4056,374200
26,2552,314,925,323,8.1839,367000
16,2095,450,963,411,5.5,224100
20,5476,1073,2327,963,5.6637,222100
15,2016,443,1015,419,5.2732,209700
24,1097,307,470,333,1.6389,225000
18,1867,426,871,399,2.6221,272000
28,1765,390,832,349,6.5928,439100
4,2630,502,1150,422,4.25,104400
17,7116,1089,3538,1083,6.2654,273800
29,1986,448,2013,432,3.1034,140800
21,2215,484,1792,419,2.8375,166500
18,1179,324,1296,331,2.851,140600
34,2278,476,1728,448,3.125,154100
37,1987,399,1279,378,4.1172,176500
32,2252,415,1370,411,4.6312,184800
34,1428,227,890,249,5.8722,204800
31,2349,539,2028,521,3.494,154500
36,1044,200,982,205,4.7679,153900
27,2610,846,2296,750,2.274,150800
35,804,159,727,179,2.7361,145700
33,1782,394,1517,376,3.3389,157900
33,1453,326,1609,319,3.7578,155800
22,1919,411,1203,363,4.2578,144100
19,1129,258,900,228,3.875,135600
34,2376,468,1858,449,4.1328,176300
25,1075,138,451,132,6.8492,332200
24,1219,177,610,185,6.7978,325000
15,3978,692,2418,665,5.0142,269900
15,16042,2602,7732,2552,5.6716,330400
33,1113,145,424,137,8.3474,500001
29,4943,674,1913,641,6.8189,379300
31,2237,431,1135,434,4.45,267900
28,2851,496,1287,496,5.0782,264100
25,3445,801,2400,750,3.4702,161900
32,1661,312,1201,302,4,178200
18,2825,660,1590,643,3.6106,153600
13,2312,592,2038,559,3.1378,137000
11,3127,706,1594,694,4.3426,141300
17,1665,247,755,254,6.5764,349000
34,1939,355,817,314,3.6705,275000
34,1599,296,938,307,4.285,184900
22,1432,335,746,296,2.0227,55000
36,2038,343,1066,346,5.197,195700
35,2375,439,1343,424,4.53,193500
13,6963,1426,3892,1375,4.1325,203500
34,1229,215,1035,218,3.5455,180000
19,1749,406,969,391,3.75,173400
18,3418,815,1961,773,3.65,171400
36,1380,237,690,234,3.8214,210900
35,1107,207,641,210,5.0599,216700
31,2421,389,1348,413,4.9394,217800
35,1117,181,496,168,4.3269,224700
35,1068,190,514,174,4.0735,208700
